description,user_tags,title,license_name,user_nsid,image_extension_original,longitude,image_id,license_url,date_uploaded,date_taken,latitude,image_url,user_nickname,capture_device
"LeicaM6
m90/f2.0
fuji100","['3rd', 'canon8800f', 'china', 'film', 'fuji', 'leicam6', 'm90/f2.0', 'm90mmf2.0', 'm90mmf2.0summicron', 'scan', 'shanghai', 'summicron90mm3rd', 'zunyi road']",Zunyi Road Shanghai #2,Attribution-ShareAlike License,45598712@N06,jpg,121.399161,5263516542,http://creativecommons.org/licenses/by-sa/2.0/,1292417382,2010-12-12 16:39:48.0,31.207538,http://www.flickr.com/photos/45598712@N06/5263516542/,Yong . L,
"Get your kicks on Route 55.
Riksvie 55 across Sognefjell, the road climbs from just abouve sea level at Forton and is the highest through route in Norway. At its high point it is over 1400 metres, with a bike carrying 25Kg  it was a long old flog uphill. The road in places looks like a badly laid carpet just slung without a care in the world across the hillside","['fortun', 'riksvei 55', 'skjolden', 'sognefjell', 'sognefjellsvegen']",Sognefjell,Attribution-NonCommercial-ShareAlike License,8507625@N02,jpg,7.913589,9438008206,http://creativecommons.org/licenses/by-nc-sa/2.0/,1375635325,2013-06-28 15:28:21.0,61.551255,http://www.flickr.com/photos/8507625@N02/9438008206/,Steve Selwood,Canon PowerShot SX40 HS
,"['animals', 'bigcattrailsm', 'wildlife']",Mother and calf cross the road,Attribution-NonCommercial-ShareAlike License,42805231@N00,jpg,,5726867028,http://creativecommons.org/licenses/by-nc-sa/2.0/,1305558934,2011-05-13 07:18:36.0,,http://www.flickr.com/photos/42805231@N00/5726867028/,sumeet.moghe,Canon EOS 550D
Sony dsc,"['flooding', 'september 2012', 'york', 'york flooding', 'yorkshire']",DSC02368.jpg,Attribution-NonCommercial License,68074789@N00,jpg,,8215931483,http://creativecommons.org/licenses/by-nc/2.0/,1353844328,2012-09-27 13:29:33.0,,http://www.flickr.com/photos/68074789@N00/8215931483/,beardy m,SONY NEX-5
Pretty little brook running off the flooded meadow.,['tourne county park'],Tourne Park: Rigby's Brook,Attribution License,27164521@N00,jpg,-74.436428,5254218997,http://creativecommons.org/licenses/by/2.0/,1292172946,2010-12-11 11:14:24.0,40.907022,http://www.flickr.com/photos/27164521@N00/5254218997/,syvwlch,Canon PowerShot SD3500 IS
,['flood'],DSCF2934,Attribution-NonCommercial-NoDerivs License,90706996@N00,jpg,,630953850,http://creativecommons.org/licenses/by-nc-nd/2.0/,1182861894,2007-06-26 08:07:14.0,,http://www.flickr.com/photos/90706996@N00/630953850/,simon edge,FUJIFILM FinePix S5000
"The parking lot received new asphalt, new concrete planters, and new cart returns, made of wood & concrete vice the traditional metal racks.

The remodel is almost complete! This week, the aisle signs were installed, the rest of the new lighting was installed (save for a few upcoming flood lights along the NE wall) The ceiling was (thankfully) painted... The parking lot was completed, and the *new* fresh seafood counter opened! Work is going on in the service deli which looks like it may be open next week. After the deli is relocated, fork on the front end (SW wall) can finish with new registers and a floral stand.",[],"Vons; Coronado, CA",Attribution-NonCommercial-NoDerivs License,32462107@N00,jpg,-117.179231,4084112938,http://creativecommons.org/licenses/by-nc-nd/2.0/,1257628742,2009-11-07 11:48:26.0,32.687869,http://www.flickr.com/photos/32462107@N00/4084112938/,dirtyblueshirt,Apple iPhone 3GS
This is the usual spring flood.,[],flood evidence,Attribution-NonCommercial-ShareAlike License,88344104@N02,jpg,24.977552,8668582434,http://creativecommons.org/licenses/by-nc-sa/2.0/,1366550085,2013-04-20 21:20:34.0,60.272099,http://www.flickr.com/photos/88344104@N02/8668582434/,tpuukko,NIKON CORPORATION NIKON D700
,"['amsterdam', 'boat', 'canal']",Preparing for the great flood!,Attribution-NonCommercial License,30008935@N00,jpg,4.87456,1229376769,http://creativecommons.org/licenses/by-nc/2.0/,1188033685,2007-08-19 15:18:22.0,52.385684,http://www.flickr.com/photos/30008935@N00/1229376769/,ZeNahla,Canon DIGITAL IXUS 60
,"['oregon', 'road trip', 'summer', 'vacation']",2011-07-05 12.23.16,Attribution-NoDerivs License,35034347485@N01,jpg,-122.044167,5916806344,http://creativecommons.org/licenses/by-nd/2.0/,1310160591,2011-07-08 14:29:51.0,45.603333,http://www.flickr.com/photos/35034347485@N01/5916806344/,allaboutgeorge,SAMSUNG SGH-i897
"This is the first day of three in a row thunderstorms, rain & floods. There was a fire up in mountain during this time, & the it rained were the fire had already burned & came down the canyon.","['california', 'fishing', 'flood', 'kerncounty', 'lakeisabella']",Flood Lake Isabella_7-12-2008,Attribution-NonCommercial License,9047144@N06,jpg,-118.472067,2779326495,http://creativecommons.org/licenses/by-nc/2.0/,1219198142,2008-07-12 18:45:01.0,35.633145,http://www.flickr.com/photos/9047144@N06/2779326495/,Lonnie's Life,FUJIFILM FinePix A500
"<b>St. Paul, Minnesota</b>

<b>May 13, 2013</b>

Thousands of people gathered at the Minnesota state capitol building during the Minnesota Senate debate on a same sex marriage bill. The bill passed the Minnesota House of Representatives on May 9 by a vote of 75 to 59. The Minnesota Senate passed the bill this day by a vote of 37 to 30. The law delineates the rights of gay and lesbian couples to marry.

2013-05-13 This is licensed under a <a href=""http://creativecommons.org/licenses/by/2.0/"" rel=""nofollow"">Creative Commons Attribution License</a>.","['#loveisthelaw', '#mnleg', '#mnmarriage', '#time4marriage', 'activism', 'activist', 'against', 'bill', 'boyfriend', 'capital', 'capitol', 'civil', 'con', 'equality', 'event', 'families', 'family', 'fibonacci blue', 'freedom', 'gay', 'glbt', 'law', 'lesbian', 'lgbt', 'love', 'march', 'marriage', 'married', 'marry', 'minnesota', 'mn', 'oppose', 'opposition', 'photo', 'photograph', 'photography', 'picture', 'protest', 'rally', 'right', 'senate', 'st. paul', 'state', 'usa', 'vote']",Same sex marriage vote in the Minnesota Senate,Attribution License,44550450@N04,jpg,-93.10235,8741766830,http://creativecommons.org/licenses/by/2.0/,1368631539,2013-05-15 10:27:48.0,44.954981,http://www.flickr.com/photos/44550450@N04/8741766830/,Fibonacci Blue,
,"['instagram app', 'iphoneography', 'square', 'square format', 'x-pro ii']",#sky #güstrow #road #street #blueskies #germany,Attribution-NonCommercial-ShareAlike License,35876206@N02,jpg,12.183263,8677511107,http://creativecommons.org/licenses/by-nc-sa/2.0/,1366818643,2013-04-24 17:50:43.0,53.790515,http://www.flickr.com/photos/35876206@N02/8677511107/,TaiiChii,
Toronto Human Tribute at Wasaga Beach - 2012,"['2012', 'beach', 'day', 'fun', 'g2', 'generation', 'getaway', 'human', 'letter', 'panasonic', 'people', 'road', 'sun', 'toronto', 'travel', 'trip', 'vacation', 'wasaga', 'weekend', 'y']",Toronto Getaway Beach,Attribution-NonCommercial-NoDerivs License,83239652@N03,jpg,,8848110538,http://creativecommons.org/licenses/by-nc-nd/2.0/,1369613461,2013-05-26 20:11:01.0,,http://www.flickr.com/photos/83239652@N03/8848110538/,Alexandre Ayih,
"the tide flooded over the footway, so we took a boat to the island, but some people were still walking","['2009', 'cornwall', 'england', 'sea', 'stmichaelsmount', 'uk', 'vakantie', 'wind']",walking over water,Attribution-NoDerivs License,67196253@N00,jpg,-5.478401,3788718371,http://creativecommons.org/licenses/by-nd/2.0/,1249406888,2009-07-19 11:37:24.0,50.120302,http://www.flickr.com/photos/67196253@N00/3788718371/,hans s,Canon EOS 450D
"There was a lot of water around all of Charlottetown, I heard and saw many streets flooded, as well as the Confederation Trail on my bikeride home.  The deepest water I biked through was here though, at the end of our street.  Right beside where Jerry is trying to unclog the drain it dips down, and the water was probably about .75m deep.","['canada', 'charlottetown', 'flood', 'flooded', 'heavy', 'john st', 'pei', 'rain']",John St Lake,Attribution-ShareAlike License,34067077@N00,jpg,-63.127999,4931990114,http://creativecommons.org/licenses/by-sa/2.0/,1282910474,2010-08-26 17:13:42.0,46.24471,http://www.flickr.com/photos/34067077@N00/4931990114/,Martin Cathrae,Canon EOS 40D
"Dezember 2012
Altenstadt in der Wetterau","['deutschland', 'floos water', 'geotag', 'germany', 'hessen', 'hochwasser', 'jorbasa', 'landscape', 'landschaft', 'wasser', 'water', 'wetterau']",Hochwasser - flood water,Attribution-NoDerivs License,10028574@N02,jpg,8.946347,8333096991,http://creativecommons.org/licenses/by-nd/2.0/,1357057125,2012-12-28 13:07:20.0,50.282895,http://www.flickr.com/photos/10028574@N02/8333096991/,Jorbasa,SONY DSC-H5
Amersfoort is a small town in the Netherlands where you can find some excellent installation art.,"['amersfoort', 'art', 'caravan', 'flooded', 'installation', 'liminae', 'netherlands', 'peregrinatus', 'trailer']",Amersfoort Art Installation,Attribution-NonCommercial-NoDerivs License,84523210@N00,jpg,5.387095,2063846004,http://creativecommons.org/licenses/by-nc-nd/2.0/,1196027093,2007-09-23 09:25:39.0,52.157685,http://www.flickr.com/photos/84523210@N00/2063846004/,Liminae,Canon EOS 300D DIGITAL
Of Brighton and Hove's M25 Orbital motorway tour,"['5.0-70.0 mm', 'a282', 'brighton&hove', 'cable stayed suspension bridge', 'coach', 'm25', 'motorway', 'queen elizabeth bridge', 'river thames', 'road', 'tour']",On the high point.. .,Attribution License,61132483@N00,jpg,0.258168,6964948386,http://creativecommons.org/licenses/by/2.0/,1335308724,2012-04-24 14:56:02.0,51.464006,http://www.flickr.com/photos/61132483@N00/6964948386/,Elsie esq.,Canon PowerShot SX230 HS
,"['bridge', 'forest', 'hana', 'hawaii', 'hi', 'maui', 'nature', 'road']",Maui 16,Attribution-NonCommercial License,70929875@N00,jpg,-156.042745,4623291169,http://creativecommons.org/licenses/by-nc/2.0/,1274342681,2010-05-16 12:40:53.0,20.663686,http://www.flickr.com/photos/70929875@N00/4623291169/,hkpuipui99,Canon PowerShot SD770 IS
"Everywhere in this landscape were dead tree trunks and large branches strewn about. I assume they come from the violence of the floods and the weather in the spring. It definitely contributed to the ""construction zone"" feeling I had about the whole place.",[],Trunks,Attribution-NonCommercial-ShareAlike License,80093940@N00,jpg,-119.207096,7576000284,http://creativecommons.org/licenses/by-nc-sa/2.0/,1342373113,2012-07-08 08:45:45.0,53.128955,http://www.flickr.com/photos/80093940@N00/7576000284/,Jen Dodd,Apple iPhone 4S
"Whilst this site has long since ceased to generate anything, it remains connected to the grid as part of the ""Sheffield Ring"" - a group of circuits and substations which transport electricity to the Sheffield conurbation and allow the transmission of power more generally across the whole of England. The remaining Thorpe Marsh switching station, a 275 kilovolt unit, was shut down on the week commencing 25th June 2007 when flooding threatened to consume the site.

 It is believed that the national grid would have been temporarily knocked out if flood waters had eventually overrun the land here, but it came to pass that the rain receded. It's an interesting thought that there is still a spark of essential electrical life at the heart of this abandoned giant.","['1 gigawatt', '1000 mw', 'abandoned', 'coal', 'coal-fired', 'concrete', 'cooling tower', 'decay', 'doncaster', 'electricity', 'england', 'generation', 'national power', 'power', 'power station', 'station', 'thorpe marsh', 'thorpe marsh power station', 'uk', 'urban exploration', 'urbex', 'yorkshire']",Concrete Versus Sky,Attribution-NonCommercial License,8185633@N07,jpg,-1.085729,4965887548,http://creativecommons.org/licenses/by-nc/2.0/,1283816304,2010-08-30 23:06:27.0,53.582244,http://www.flickr.com/photos/8185633@N07/4965887548/,tj.blackwell,
What remained of the flood on Norreys Drive at lunch time. It took me nearly two and a half hours to drive the six or seven miles into work.,"['berkshire', 'flood', 'floods', 'maidenhead', 'uk floods']",Maidenhead floods,Attribution-NonCommercial-NoDerivs License,85667357@N00,jpg,-0.737349,866020010,http://creativecommons.org/licenses/by-nc-nd/2.0/,1185045480,2007-07-20 13:23:45.0,51.510004,http://www.flickr.com/photos/85667357@N00/866020010/,hddod,NIKON CORPORATION NIKON D40
"Rio Araranguá transbordando, setembro de 2009.","['araranguá', 'br-101', 'brazil', 'enchente', 'floods']",Não passa,Attribution-NonCommercial-ShareAlike License,38006124@N05,jpg,,4114098728,http://creativecommons.org/licenses/by-nc-sa/2.0/,1258514036,2009-09-12 12:20:03.0,,http://www.flickr.com/photos/38006124@N05/4114098728/,Bode Morto,Canon EOS DIGITAL REBEL XTi
,"['biker', 'billboard', 'east bay model engineers society', 'ebmes', 'golden state model railroad museum', 'gsmrm', 'miniature', 'model', 'model railroad', 'model train layout', 'motorcycle', 'o scale', 'point richmond', 'richmond', 'road', 'sign', 'windmill']",Back Roads,Attribution License,33917831@N00,jpg,-122.383537,3062375445,http://creativecommons.org/licenses/by/2.0/,1227769742,2008-10-26 16:32:50.0,37.915465,http://www.flickr.com/photos/33917831@N00/3062375445/,Orin Zebest,Canon EOS 20D
"From Wikipedia

Ḳoca Mi‘mār Sinān Āġā (Ottoman Turkish: خوجه معمار سنان آغا) (April 15, 1489 - July 17, 1588) was the chief Ottoman architect and civil engineer for sultans Selim I, Suleiman I, Selim II and Murad III. He was, during a period of fifty years, responsible for the construction or the supervision of every major building in the Ottoman Empire. More than three hundred structures are credited to his name, exclusive of his more modest projects, such as his Koran schools (sibyan mektebs).

His masterpiece is the Selimiye Mosque in Edirne, although his most famous work is the Suleiman Mosque in Istanbul. He had under him an extensive governmental department and trained many assistants who, in turn, distinguished themselves, including Sedefhar Mehmet Ağa, architect of the Sultan Ahmed Mosque. He is considered the greatest architect of the classical period, and is often compared to Michelangelo as a Western contemporary. The stature of Michelangelo and his plans for St Peter's Basilica in Rome were well-known in Istanbul, since he (and also Leonardo da Vinci) received an invitation to build a bridge over the Bosphorus.[1]  

Conclusion

At the start of his career as an architect, Sinan had to deal with an established, traditional domed architecture. His training as an army engineer led him to approach architecture from an empirical point of view, rather than from a theoretical one. He started to experiment with the design and engineering of single-domed and multiple-domed structures. He tried to obtain a new geometrical purity, a rationality and a spatial integrity in his structures and designs of mosques. Through all this, he demonstrated his creativity and his wish to create a clear, unified space. He started to develop a series of variations on the domes, surrounding them in different ways with semi-domes, piers, screen walls and different sets of galleries. His domes and arches are curved, but he avoided curvilinear elements in the rest of his design, transforming the circle of the dome into a rectangular, hexagonal or octagonal system. He tried to obtain a rational harmony between the exterior pyramidal composition of semi-domes, culminating in a single drumless dome, and the interior space where this central dome vertically integrates the space into a unified whole. His genius lies in the organization of this space and in the resolution of the tensions created by the design. He was also an innovator in the use of decoration and motifs, merging them into the architectural forms as a whole. He accentuated the centre underneath the central dome by flooding it with light from the many windows. He incorporated his mosques in an efficient way into a complex (külliye), serving the needs of the community as an intellectual centre, a community centre and serving the social needs and the health problems of the faithful.

When Sinan died, the classical Ottoman architecture had reached its climax. No successor was gifted enough to better the design of the Selimiye mosque and to develop it any further. His students retreated to earlier models, such as the Şehzade mosque. Invention faded away and a decline set in...

He died in 1588 and is buried in a tomb, a türbe of his own design, in the cemetery just outside the walls of the Süleymaniye Mosque to the north, across a street named Mimar Sinan Caddesi in his honour. He was buried near the tombs of his greatest patrons sultan Süleyman and his wife Haseki Hürrem.","['architect', 'istanbul', 'mimar sinan', 'sinan', 'türkiyeturchia', 'tomb', 'turkey']",Tomb of Mimar Sinan,Attribution-NonCommercial License,10149612@N08,jpg,28.963834,2335348484,http://creativecommons.org/licenses/by-nc/2.0/,1205596009,2008-03-02 13:13:32.0,41.017323,http://www.flickr.com/photos/10149612@N08/2335348484/,Vince Millett,Canon EOS 350D DIGITAL
